Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
Sadhu Bana Shaitan,-2004,,Thriller,,,Jaspal Neelam,Aman Sagar,Sainora,Shabnam
Sadma,-1954,,Drama,,,,,,
Sadma,-1948,,Drama,,,Bn Rao,,,
Sadqa Kamli Wale Ka,-1981,,Drama,,,A. Shamsheer,Shakti Kapoor,Satish Kaul,Kader Khan
Safaibaaz - The Scavenger,-2021,,"Drama, Family",,,Avneesh Singh,Rajpal Yadav,Johnny Lever,Manpreet Dolly
Safar,-1946,,,,,Bibhuti Mitra,,,
Sahara,-2015,,Drama,,,Satish Rai,Zaira Begg,Ashfaaq Khan,Anji Naidu-Khan
Sahavari,-1974,,Documentary,,,Clement Baptista,,,
Sahil,-1954,,Mystery,,,Amar,Chitra,Jankidas,Shammi Kapoor
Sai Mahima,-2018,,,,,Sukhvinder Sharma,Jitendra Sharma,Amrinder Singh,
Sai V/S I,-2017,,,,,Aanuj Tewari,Ankur Malhotra,Mukteshwara Ojha,Pooja Baksh
Said-e-Havas,-1936,150 min,,,,Sohrab Modi,,,
Sailing Through Life,,94 min,Drama,,,Nikhil Agnihotri,Monika Panwar,Palvi Jaswal,Rumana Molla
Sairandhri,-1933,,,,,Shantaram Rajaram Vankudre,Leela,Shakuntala Paranjpye,Master Vinayak
Sairandhri,-1993,,Drama,,,,,,
Saire Paristan,-1934,,,,,Mohan Dayaram Bhavnani,Bhudo Advani,Ameena,
Sair-E-Paristan,-1958,,Fantasy,,,Chitra,Kamran,,
Saiyan Ke Gaon Mein,-1991,,Documentary,,,Govind Saraiya,,,
Sajan Ka Dard,-1995,,Romance,,,Beena Banerjee,Urmila Bhatt,Tarun Dhanrajgir,Upasna Khosla
Sajan Ka Ghar,-1948,,,,,Shorey Daulatalvi,Paidi Jairaj,Ranjana,Kusum Deshpande
Sajan Tara Sambharna,-1985,,,,,Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,,
Sajani,-1940,,,,,Sarvottam Badami,Sabita Devi,Dixit,Ghori
Sajani,-1956,,Drama,,,Vasant Painter,Lalita Pawar,Ruby Mayer,Anoop Kumar
Sajiv Murti,-1935,,,,,S.F. Hasnain,Ashalata Biswas,,
Sajjan,-1941,,,,,Dwarka Khosla,Jagdish Sethi,Husn Banu,Satish
Sajni,-1978,,Romance,,,,,,
Sakha,,,Drama,,,Pranshu Shrivastav,Preksha Mehta,Pranshu Shrivastav,Raghw Raj
Sakhi,,,Drama,,,Annu Kapil,Pankaj Berry,Vinita Joshi,Ajay Mahendru
Sakhi Hatim,-1955,,Fantasy,,,Nanubhai Vakil,Mumtaz Ali,Chitra,Daljeet
Sakhi Lutera,-1955,,,,,Mohammed Hussain,Habib,Kamran,Kamal Mehra
Sakhi Lutera,-1934,,,,,Abdul Rehman Kabuli,Keravala,,
Sakhi Lutera,-1969,,Action,,,Rustam Irani,Shakeela Bano Bhopali,Habib,Hercules
Sakhi Robin,-1962,,Drama,,,B.J. Patel,Rajan Kapoor,Nilofar,Babu Raje
Saksham,,,Drama,,,Shubhanshu Satyadeo,Ranjeet,Raayo S. Bakhirta,Brijendra Kala
Saksham Everyone Is Capable,,120 min,Drama,,,Gaurav Goswami,Rajinder Singh,Kamna Lakaria,Rahul
Sakshi,-2021,112 min,Thriller,,,Ajay Ram,Madhumita Biswas,Yugansh Juneja,Vikram Mastal
Sakshi Gopal,-1957,,Fantasy,,,Bhalchandra Shukla,Bharat Bhushan,Nanda,Madan Puri
Salaam E Mohabbat,-1955,,Romance,,,,,,
Salaam Mem Saheb,-1961,,"Drama, Romance",,,Kalpataru,Kumkum,Subbiraj,K.N. Singh
Salaar,-2022,,Action,,,Prashanth Neel,Prabhas,Shruti Haasan,Mostafiz Mortoza
Salam E Mohabbat,-1983,,Drama,,,A. Shamsheer,Jagdeep,Farida Jalal,Satish Kaul
Salasar Ke Balaji,-2000,,Drama,,,Anand Bhat,Lovepreet Kaur,Tina Rathod,Pradeep Rohila
Salgirah,-1946,,,,,Paidi Jairaj,,,
Sali Gharwali Aur Bahar Wali,-2001,121 min,"Comedy, Thriller",,,Komal,Master Bharat,Dolly Bindra,Ashwin Kaushal
Salmon 3D,,120 min,Thriller,,,Shalil Kallur,Vijay Yesudas,Jonita Doda,Rajiv Pillai
Saloni,-1952,,Drama,,,Jagatrai Pesumal Advani,Ashok Kumar,Nalini Jaywant,Mohana
Saltanat,-1954,,,,,Dwarka Khosla,Manher Desai,Shyama,Anwar Hussain
Saluun,-2009,,Drama,,,Nikhil Bhat,Dibyendu Bhattacharya,Gayatri Choudhary,Chittaranjan Giri
Salvation at Sunrise,,115 min,Drama,,,Shardul Maurya,Yash Bhavnani,Deepak Suthar,Vipul Panchal
Sam Bahadur,-2021,,War,,,Meghna Gulzar,Vicky Kaushal,,
Sama,-2019,,Romance,,,Joy Augustine,Arjun Anand,Rohini Chandra,Nikhaar Kishnani
Sama,-1997,,Drama,,,,,,
Sama: Muslim Mystic Music of India,-2013,52 min,"Documentary, History, Music",,,,,,
Samaanta,-1972,,,,,Nitin Bose,Ashoo,Brahmachari,Uma Dhawan
Samaj,-1954,,Drama,,,Vasant Joglekar,Ashok Kumar,Shashikala,Usha Kiran
Samaj,-1995,,Drama,,,Virendra Sharma,Urmila Bhatt,Raj Kiran,Meera Madhuri
Samaj Ki Bhul,-1934,143 min,,,,Homi Master,Ghaznavi,Dulari,Jamshedji
Samaj Ko Badal Dalo,-1947,133 min,,,,Vijay Bhatt,Arun,Leela Pawar,Mridula Rani
Samanta,-1972,,Drama,,,Pradeep Kumar,Murad,D.K. Sapru,B.M. Vyas
Samapan,-1978,,Drama,,,,,,
Samapti,-1949,,,,,Amar Mullick,Maya Bose,Bharati Devi,Hiralal
Samasya,-1975,,Drama,,,Dayabhai Bhatt,Madhu Chandra,Chitra,Pavan Dutt
Samay Bada Balwan,-1969,,Drama,,,Sohrab Modi,Helen,Aruna Irani,Sailesh Kumar
Sambandh - The Relation,-2004,,Thriller,,,Ram Asra,Anjali Sharma,Tanisha Singh,Sardar Sohi
Samna,-2001,,Action,,,,,,
Sampoorna Devi Darshan,-1971,135 min,Drama,,,Sushma,Ashish Kumar,B.M. Vyas,Uma Dutta
Sampoorna Ramaayan,-1996,,Drama,,,Gunasekhar,Smitha Madhav,N.T. Rama Rao,
Sampoorna Ramayan,-1973,175 min,"Drama, Family, Fantasy",,,Bapu,Sobhan Babu,Chandrakala,S.V. Ranga Rao
Sampoorna Sant Darshanam,-1978,,Drama,,,Arpana Choudhary,Helen,Nazir Hussain,Jagdeep
Sampoorna Santoshi Maa Ki Mahima,-1981,,Drama,,,Madhu Apte,Anita Guha,Surendra Kumar,Nana Palsikar
Sampoorna Shiv Leela,-2001,,Drama,,,V. Swaminathan,,,
Sampoorna Teerth Yatra,-1970,,"Adventure, Fantasy",,,Dhirubhai Desai,Jaymala Adarsh,Jeevan,Mahipal
Samrat,-1954,,"Action, Adventure",,,Najam Naqvi,Ajit,Kamaleshkumari,Randhir
Samrat Ashok,-1947,,,,,K.B. Lall,Talish,,
Samrat Chandragupta,-1945,122 min,"Biography, Drama",,,Jayant Desai,,,
Samsheer,-1953,,,,,Gyan Mukherjee,Ashok Kumar,Bhanumati,Master Bhagwan
Samudra Manthan,-2019,106 min,Documentary,,,Kamal Swaroop,,,
Samundar,-1957,,Drama,,,Prem Nath,Prem Nath,Bina Rai,Rajendranath Malhotra
Samvaran,-2021,,Mystery,,,Saurabh Sinha,Akshay Anand,,
San' 75 (Pachattar),-2021,123 min,Thriller,,,Navneet Behal,Pravessh Rana,Kay Kay Menon,Kirti Kulhari
San 84 Justice,-2019,80 min,Family,,,Sandeep Kumar Rana,Mujeeb Ul Hassan,Jitesh Kumar Parida,Suparna Marwah
Sanadhi,-1972,,,,,,,,
Sanak,-2021,,"Action, Thriller",,,Kanishk Varma,Vidyut Jammwal,Neha Dhupia,Chandan Roy Sanyal
Sanak: The Deadly Passion,-2005,,Thriller,,,Abhay Bakshi,Jaishri Rao,Shivam Shetty,
Sanam Aap Ki Khatir,-1992,,Romance,,,Rakesh Bedi,Bhupendra,Deepika Chikhalia,Sudhir Dalvi
Sanam tera ishaq,-2018,120 min,Action,,,Manoj Fogat,Harshit Mathur,Sonam Thakur,Rakesh Kumawat
Sanam Tere Hain Hum,-1992,,"Action, Romance",,,V. Menon,Rakesh Bedi,Rita Bhaduri,Prem Chopra
Sanam Tere Pyar Mein,-2005,,Romance,,,Mohnish Bahl,Gogi Khanna,Akash Soni,Dillzan Wadia
Sanatta: The Silence,-2003,,,,,Talat Jani,Juhi Chawla,,
Sand - The Love Without Trust,-2017,48 min,Drama,,,Xahid Khan,Gautam Bhuyan,Gabyanjali Das,Raju Ghosh
Sandesh,-1952,,,,,Bal Gajbar,Durga Khote,Lalita Pawar,
Sandesha,-1940,,,,,Nazir,Yasmin,Nazir,Ashiq Hussain
Sandhi,-1944,,,,,Apurba Kumar Mitra,,,
SANDHWANAM,-1991,,Drama,,,Siby Malayil,,,
Sandhya,-1975,,Action,,,Nargis Banu,Bindu,Kamal Kapoor,Sharad Kumar
Sandhya Deep,-1982,,Drama,,,Bhupati,Goundamani,Sumalatha,
Sandli,-1985,,Romance,,,Yash Sharma,Liza Singh,,
Sandra Beds Sandeep,-2018,121 min,"Comedy, Drama, Romance",,,Prashant Rai,Ashutosh Patki,Rakesh Bedi,Ankush Deshmukh
Sangam,-1941,,,,,Master Vinayak,,,
Sangam,-1954,,"Drama, Family",,,Kiran Kumar,Shekhar,Kamini Kaushal,Shashikala
Sangam Ho Ke Rahega,-1994,,Romance,,,Rakesh Bedi,Moushumi Chatterjee,Jagdeep,Imran Khan
Sangam Shastra,-2002,68 min,Thriller,,,Jay Prakash,Dhansuraj,Jayaprakash,
Sangam: Where Two Rivers Meet,-2014,47 min,"Documentary, Family",,,Hersh Seth,,,
Sangamithra,,,"Action, Drama, History",,,Sundar C.,Jayam Ravi,Arya,Disha Patani
Sangat,-1976,,"Drama, Romance",,,Basu Bhattacharya,Kajri,Satyendra Kapoor,Rakesh Pandey
Sangathan,-1983,,Documentary,,,Shyam Benegal,Chandrakant Thakkar,,
Sangdil,-1967,,Action,,,Dharam Kohli,Master Bhagwan,Anwar Hussain,Indira
Sangdil Samaj,-1936,120 min,,,,Ram Daryani,Rajeev Kumar,Sardar Akhtar,Harish
Sangdill,-1981,,Drama,,,Vijay Pandit,Kabir Bedi,Madhur Bhushan,Bindu
Sangeen,-2021,,Thriller,,,Jaideep Chopra,Nawazuddin Siddiqui,Elnaaz Norouzi,Sammy Jonas Heaney
Sangeet,-1978,,Romance,,,,,,
Sangeeta,-1950,,,,,Mumtaz Ali,Suraiya Chowdhary,Pran,Shyam
Sangram,-1965,,"Action, Adventure",,,Babubhai Mistry,Dara Singh,Geetanjali,Randhawa
Sanjh Ki Bela,-1980,,Romance,,,Madhusudan,Nutan,Joy Mukherjee,Rehman
Sanjhi,-1985,,Drama,,,Pradeep Hooda,Dinesh Thakur,Sumithra,Sachin Pilgaonkar
Sankaal: The Latch,-2005,,Drama,,,Manisha Dwivedi,Aamir Bashir,Benjamin Gilani,Sharbani Mukherji
Sankalp,-1975,,Drama,,,Ramesh Saigal,Arjun Bakshi,Bipin Gupta,Farida Jalal
Sankalp,-2011,69 min,Drama,,,Nitin Tiwari,Ehsan Khan,Ridheema Tiwari,Pranjali
Sankat Mein Swasthya Aur Safai,-1968,,Documentary,,,Shantaram Athavale,,,
Sannata,-1966,,Mystery,,,M. Sabharwal,Anil Chatterjee,Tanuja,Raj Mehra
Sanphaam,,135 min,Drama,,,Vibhas Joshi,Priya Saini,Amrita Sethi,
Sansar Leela,-1969,,,,,Babubhai Mistry,Dinesh Hingoo,Arvind Pandya,Zeb Rehman
Sanskar,-1940,,,,,V.C. Desai,Rose,,
Sanskar,-1958,,"Drama, Family",,,Chaturbhuj Doshi,Anand Kumar,Ameeta,Chand Usmani
Sanskar,-1952,,"Drama, Family",,,V.M. Vyas,Mumtaz,Pran,Murad
Sanson Ki Sargam,-1991,,Drama,,,Raksha Mehta,Roma,,
Sant Janabai,-1949,,,,,Govind B. Ghanekar,Hansa Wadkar,,
Sant Raghu,-1957,,,,,Chandrakant,Anand Kumar,Lalita Pawar,Nirupa Roy
Sant Ravidas II,-2007,,Biography,,,Maan Singh,,,
Sant Sakhu,-1941,128 min,Drama,,,Vishnupant Govind Damle,Sheikh Fattelal,Raja Nene,Gauri
Sant Singaji,-1984,,Drama,,,Manher Desai,Manjushree,Madan Sharma,
Sant Tukaram,-1965,,Drama,,,Madhu Apte,Anita Guha,Helen,Shahu Modak
Sant Tulsidas,-1939,154 min,Biography,,,Jayant Desai,Vishnupant Pagnis,Leela Chitnis,Keshavrao Date
Sant Tulsidas,-1934,,,,,N.G. Devare,Shantakumari,,
Santan,-1946,,,,,B. Damania,Ram Prakash,Lalita Pawar,
Santan,-1959,,,,,Jyoti Swaroop,Rajendra Kumar,Kamini Kadam,Nasir Hussain
Santosham,-1955,122 min,Musical,,,C.P. Dixit,Anwar,Anjali Devi,Gope
Sanyasi,-1945,,"Comedy, Musical, Romance",,,Abdul Rashid Kardar,Shamim,Ghulam Mohammed,Misra
Sanyogita - The Bride in Red,-2005,83 min,Drama,,,Sadashivam Rao,Shivratan Rajvi,Divya Dutta,Milind Gunaji
Sapane Suhane,-1974,,Romance,,,Lucky Ram,Mohan Sherry,Suresh,Suryakant
Sapera,-1939,128 min,,,,Debaki Bose,Pahadi Sanyal,Kanan Devi,Krishna Chandra Dey
Sapera,-1961,,Action,,,B.J. Patel,Ranjan,Jyoti,Tiwari
Saperan,-2006,116 min,Drama,,,Jogendra Lukhda,Santram Banjara,Uttar Kumar,Taanya
Sapna,-1952,,"Drama, Family, Romance",,,Kishore Sahu,,,
Sapna,-1969,,Romance,,,Bela Bose,Mohan Choti,Jagdeep,Sadhana Khote
Sapne Apne Apne,-1980,,Family,,,Shabana Azmi,Rajesh Khanna,Smita Patil,
Sapne Huye Sakaar,-1990,,,,,Prema Karanth,,,
Sapno Ki Rani,-1988,,Romance,,,Shashilal K. Nair,Abhilasha,Uma Maheshwari,
Sapnon Ke Chhahon Mein,-1985,,Romance,,,Amin Prakash,Arun Govil,Mazhar Khan,Praveena
Sapnon Ki Raatein,-1992,,Drama,,,P K Radhakrishnan,Ahmed,Kunchan,Kuthiravattam Pappu
Saqi,-1937,,,,,Jagatrai Pesumal Advani,,,
Sar Car Ki Seva Mei,-2020,,Comedy,,,Shreyas Talpade,Aakash Pandey,Shraddha Jaiswal,Brijendra Kala
Sara Jahan Hamara,-1961,,Romance,,,Azra,Jankidas,Prem Nath,Shyama
Saral Biswas,-1959,,,,,Phani Majumdar,,,
Saraswati Lakshmi Parvati,-1975,,Drama,,,A.P. Nagarajan,Devika,Gemini Ganesan,Shivaji Ganesan
Sardar,-1940,,,,,Dwarka Khosla,Jayant,,
Sardar-e-Awwal,-1939,,"Action, Mystery",,,Balwant Bhatt,Jayant,Gulab,Umakant
Sarfarosh,-1964,,,,,Dharam Kumar,Pratima Devi,Paidi Jairaj,Jeevan
Sarfarosh 2,,,Action,,,John Mathew Matthan,,,
Sarfarosh-E-Hind,-1999,,Action,,,D.R. Kaushal,Ishrat Ali,Sadashiv Amrapurkar,Arun Bakshi
Sarfaroshi.. A war against System,-2014,120 min,Action,,,Ganesh Loke,Bhagirathi Swain,Arun Bakshi,Ayub Khan
Sargana,-2018,,Crime,,,Yogesh Bharadwaj,Shatakshi Gupta,Bobby Kumar,Rakesh Kumar
Sarhad,-1970,,"Action, Drama, History",,,J.P. Dutta,,,
Sarhad Wale Daddy,-2021,,Drama,,,Snehal Garg,,,
Sarhadi Lutera,-1966,,Action,,,S.M. Sagar,Salim Khan,Sunita,Jagdeep
Sarkar,-1951,,,,,K. Amarnath,Ajit,Cuckoo,Hiralal
Saroj Ka Rishta,-2020,122 min,Romance,,,Abhishek Saxena,Sanah Kapoor,Kumud Mishra,Gaurav Pandey
Sarojini,-1937,,,,,Rajkumari,,,
Sarojini,,,Biography,,,Akash Nayak,Deepika Chikhalia,Imran Hasnee,Anil Rastogi
Sasi Lalitha,-2020,,Drama,,,Kethireddy Jagadhishwara Reddy,Kajol,,
Sassi Punnu,-1946,,,,,Jagatrai Pesumal Advani,Eddie Billimoria,Geeta Nizami,
Sassi Punnu,-1932,,,,,S.R. Apte,Chimanlal Luhar,Eiden Bai,Haider Bandi
Sasta Khoon Mehnga Pyar,-1970,,Romance,,,Chand,Master Bhagwan,Pinchoo Kapoor,Dev Kumar
Sasta Pyar,-1998,,Thriller,,,Chandni,Dishala,Komal,Mayuri
Sastra,-2000,,Action,,,Babilona,Yadhakrishan,,
Sasural,-1941,,,,,Chaturbhuj Doshi,Madhuri,Motilal,Noor Jehan
Sasural,-2017,161 min,"Action, Drama, Romance",,,Rajkumar R. Pandey,Kunal Singh,Upasna Singh,Awdhesh Mishra
Sathi Sukanya,-1959,,Drama,,,T.R. Sundaram,,,
Sati Ahilya,-1949,,Fantasy,,,Vasant Painter,Kamala Kotnis,D.K. Sapru,Ulhas
Sati Anjani,-1934,,,,,Kanjibhai Rathod,Panna Rani,,
Sati Ansuya,-1956,,,,,Dhirubhai Desai,Indira Bansal,Manher Desai,Sulochana Latkar
Sati Ansuya,-1933,,,,,Chanda,Jamshedji,,
Sati Anusuya,-1974,,Drama,,,Subba Rao B.A.,Sobhan Babu,Nirmala Devi,Jamuna
Sati Aur Bhagwan,-1982,,"Drama, Fantasy",,,Vijay Arora,Rita Bhaduri,Abhi Bhattacharya,Nalin Dave
Sati Madalasa,-1955,,,,,Jayant Desai,Manher Desai,Bhupendra Kapoor,Kumkum
Sati Madalsa,-1932,,,,,Bhagwati Prasad Mishra,Ermeline,Dinshaw Bilimoria,Hadi
Sati Mahananda,-1933,,,,,Baburao Patel,Mubarak,,
Sati Naag Kanya,-1956,,,,,Babubhai Mistry,Manher Desai,Mahipal,Nirupa Roy
Sati Nari,-1965,,,,,Pankaj,Manher Desai,Anita Guha,Bela Bose
Sati Narmada,-1950,,,,,Ishwarlal,Sulochana Chatterjee,Ishwarlal,Jeevan
Sati Pariksha,-1957,140 min,Fantasy,,,Nanubhai Vakil,Chitra,Daljeet,Krishna Kumari
Sati Savitri,-1932,153 min,Fantasy,,,Chandulal Shah,M. Bhagwandas,Ghori,Keki Adajania
Sati Savitri,-1981,,Fantasy,,,Subba Rao B.A.,N.T. Rama Rao,Anjali Devi,Dhulipala
Sati Savitri,-1982,,Drama,,,Girish Manukant,Manher Desai,Anjana Mumtaz,Ranjeet Raj
Sati Sawyambar,-1933,,,,,M. Bhagwandas,Master Mohammed,,
Sati Seeta,-1946,,,,,H.M. Reddy,Master Mohammed,,
Sati Sita Luv Kush,-1981,,Drama,,,T.N. Balakrishna,Ram Chandra,Jaganath,Uma Patnaik
Sati Sone,-1932,134 min,,,,Madanrai Vakil,Jamshedji,Boman Shah,Hadi
Sati Sukanya,-2002,118 min,Drama,,,Boban Alumoodan,Lakshmi Gopalaswamy,Narendra Prasad,
Sati Sulochana,-1969,,"Action, Adventure, Fantasy",,,S.N. Tripathi,Anita Guha,Prithviraj Kapoor,Prem Nath
Sati Toral,-1947,,,,,Nandlal Jaswantlal,Jeevan,Rehana,Shobhna Samarth
Sati Toral,-1935,,,,,Chunilal Parekh,Ashalata Biswas,,
Sati Toral,-1989,,Drama,,,Vinod Parmar,Chandrakant Pandya,Meghna Rai,Sheela Sharma
Sati Vaishalini,-1959,,,,,Sadhu Singh,Trilok Kapoor,Sulochana Latkar,Lalita Pawar
Sati Vijay,-1948,,,,,K.J. Parmar,Ratnamala,Kishore Kumar,Ramachandra Sastry H.R.
Satra Ko Shaadi Hai,,,Romance,,,Arshad Sayed,Barun Sobti,Sapna Pabbi,Sahil Mishra
Satya Bol,-2004,,Action,,,Sanjay Upadhyay,Sulabha Arya,Anupam Bhattacharya,Rajendra Gupta
Satyameva Jayate 2,-2021,122 min,"Action, Crime, Drama",,,Milap Zaveri,John Abraham,Gautami Kapoor,Divya Khosla Kumar
Satyarthi,-2019,52 min,Documentary,,,Pankaj Johar,Kailash Satyarthi,,
Satyavan Savitri,-1914,,,,,Dhundiraj Govind Phalke,,,
Satyavan Savitri,-1948,,Musical,,,Nirupa Roy,Bhim,Umakant,Baburaje
Satyawadi Raja Harishchandra,-1931,,,,,J.J. Madan,Jehanara Kajjan,Nawab,Sharifa
Sau Ka Note,-1955,,,,,Yeshwant Pethkar,Geeta Bali,Karan Dewan,Krishna Kumari
Sau Saal Baad,-1966,,"Mystery, Thriller",,,B.K. Dubey,Feroz Khan,Manmohan Krishna,Kumkum
Sau Saal Beet Gaye,-1970,,Romance,,,Ved-Madan,Ashok Kumar,Helen,Iftekhar
Saubhagya,-1940,,,,,Chimanlal Luhar,,,
Saubhagya Laxmi,-1934,,,,,Rajkumari,Sultana,,
Saubhagya Sundari,-1933,,,,,Homi Master,Dinshaw Bilimoria,Jamshedji,Jillo
Sauda,-1974,,"Crime, Drama",,,Sudesh Issar,Vinod Khanna,Yogeeta Bali,Sudhir Bajaj
Sauda the deal,-2006,,Drama,,,Jayprakkash Shaw,Aryan Vaid,Preeti Jhangiani,Sanjay Kapoor
Saudagar,-1951,,,,,M.I. Dharamsey,Balam,Suraiya Chowdhary,Nasir Khan
Saudagar,-1942,,Drama,,,Balwant Bhatt,,,
Saudamini,-1950,,Drama,,,P.C. Joshi,Leela Chitnis,Sona Chatterjee,Cuckoo
Saugandh,-1942,,Drama,,,Hemchandra Chunder,Pahadi Sanyal,Bharati Devi,Asitbaran
Saugandh,-1961,,,,,G.K. Ramu,Anjali Devi,Gemini Ganesan,Kamla Laxman
Saugandh,-2000,,Action,,,Dilip Gulati,Dharmendra,Shakti Kapoor,Raza Murad
Saumya Ganesh,-2020,,Romance,,,Avinash Dhyani,Avinash Dhyani,Sanskriti Bhatt,Sushil Ranakoti
Sautela Pati,-1985,,Drama,,,B.R. Ishara,Raj Kiran,Devendra Khandelwal,Asha Sachdev
Sava Ser Gehu,-1989,,Drama,,,Om Puri,,,
Savdhan,-1954,,,,,Datta Dharmadhikari,Raja Gosavi,Shyam Kumar,Dada Mirasi
Savdhan,-1991,,Thriller,,,Rakesh Saraiya,Suneil Anand,Parikshit Sahni,Binny Shah
Savdhan-Ek Adbhut Kahani,-2019,90 min,Horror,,,Aquil Haider,Sandeep Mishra,Hemant Birje,Sanil Gaikwad
Savera,-1942,,,,,V.C. Desai,Arun,Nirmala Devi,Kesari
Savera,-1972,,Drama,,,V.K. Sharma,Sajid Khan,Abhi Bhattacharya,Anil Dhawan
Savitri,-1937,136 min,Fantasy,,,Franz Osten,Devika Rani,Ashok Kumar,Chandraprabha
Savitri,-1961,,,,,Phani Majumdar,,,
Sawa Lakh,-1944,,Drama,,,Rs Chaudary,,,
Sawa Ser Gehu,-1995,,Drama,,,Virendra Sharma,Kalpana,Virendra Sharma,Sriram
Sawaari,-1984,,Drama,,,,,,
Sawan,-1945,,Drama,,,Dwarka Khosla,Ameeta,Shanta Apte,Bharat Bhushan
Sawan,-1959,,Drama,,,Ramesh Tiwari,Bharat Bhushan,Ameeta,Achala Sachdev
Sawan Aya Re,-1949,,,,,Kishore Sahu,Kishore Sahu,David Abraham,Mohna
Sawan Bhadon,-1949,,,,,Kishore Sahu,Om Prakash,,
Sawan Ke Geet,-1978,,"Drama, Family",,,R. Bhattacharya,Sanjeev Kumar,Rekha,Mehmood
Sayanna Varthakal,,,"Comedy, Thriller",,,Arun Chandu,Gokul Suresh,Dhyan Sreenivasan,Aju Varghese
Sayyed Waris Shah,-1980,,Romance,,,Urmila Bhatt,Ajit Singh Deol,Koushalya Devi,Prema Kumari
Sazish,-1959,,Thriller,,,Husn Banu,Nalini Chonkar,Ranjan,
Scam,,,Crime,,,Manish Gupta,Rohan Vinod Mehra,Vinay Pathak,Ranvir Shorey
Scary Forest,-2021,130 min,Horror,,,Sanjay Abeer,Riddhii Bansal,Jayaprabhu Lingayath,Teena Ponnappa
Scavenger's Daughter,-2017,,Thriller,,,Ritesh Menon,Seema Adhikari,Parvin Dabas,Yusuf Hussain
Scholarship,,,Drama,,,Raman Bharadwaj,Kalki Koechlin,Konkona Sen Sharma,Harsh Mayar
School Chalega..!,-2017,110 min,"Action, Comedy, Crime",,,Ameet Prajapati,Shubhankar Das,Svar Kamble,Satish Kaushik
School Is Cool,-2013,,Animation,,,Rajiv Chilaka,,,
School Master,-1943,,,,,Chimanlal Luhar,Banerjee,Karan Dewan,Gope
School Master,-1959,117 min,,,,B. Ramakrishnaiah Panthulu,Karan Dewan,Shakila,Saroja Devi B.
School teacher,-2016,,Drama,,,Laxman Yaara,Ajay Bafna,Gayatri Singh,
Scout Camp,-1959,,Drama,,,Kidar Nath Sharma,Ashok Dubey,Ratan Gaurang,Ashok Sharma
Screwdriver,,,Thriller,,,Raman Bharadwaj,Tisca Chopra,Gulshan Grover,Rajeev Khandelwal
Scribbles on Akka,-2000,60 min,Drama,,,Dutta Madhusree,Seema Biswas,Sabitri Heisnam,Harish Khanna
Sea of Lost Time,-2019,45 min,Fantasy,,,Gurvinder Singh,,,
Second Innings,,,Comedy,,,Abhishek Jain,Rajkummar Rao,Kriti Sanon,Paresh Rawal
Secret,,,"Romance, Thriller",,,Ram Gopal Varma,Tisca Chopra,Meera Chopra,Kainaat Arora
Secret Agent Raja,-1991,,Action,,,K. Raghavendra Rao,Chiranjeevi,Raza Murad,Radha
Secret Honeymoon,-2000,95 min,Thriller,,,Ratnakar,Sonam,Usman,
Secret of Selfie,,120 min,"Horror, Mystery, Thriller",,,Maahi Khan,Ankit Sain,Yogi Raj,Vinayak Handa
Secret Pocketmaar,-2021,,"Action, Comedy, Drama",,,Akhilesh Kumar Upadhyay,Ayush Kumar Upadhyay,Manoj Bakshi,Mushtaq Khan
Secret the Unfold,-2020,,Horror,,,Prince Khan,Amit Kumar,Laughy Paul,Karishma Shetty
Secretary,-1938,,,,,Chaturbhuj Doshi,Noor Mohammad Charlie,Trilok Kapoor,
Secrets and Lies,-2007,78 min,Documentary,,,Stavros Stagos,Alexandros Logothetis,,
Secrets of love (SOL),-2021,,Biography,,,Ritesh s Kumar,Ravi Kishan,Vivek Mishra,Siddhant Pandey
Section 84,,,Crime,,,Raj Kumar Gupta,,,
See You in Court,,,,,,Sachin Kaushik,Dinesh Sudarshan Soi,Samir Soni,Preeti Jhangiani
See You in Hell,-2021,,Thriller,,,Rahul Chakraborty,,,
Seeking Love,-2008,,Romance,,,Vishwa Naidu,,,
Seelavathi,-2018,,,,,Sai Raam Dasari,,,
Seema,-1971,,"Crime, Drama, Mystery",,,Suraj Prakash,Rajesh Khanna,Meena Kumari,
Seeta Salma Suzy,-1992,,Action,,,Qamar Narvi,S.D. Banerjee,Rita Bhaduri,Sudha Chandran
Seeta Sawayamwar,-1948,,,,,A.R. Sheikh,Anant Marathe,Baby Shakuntala,Durga Khote
Seeta Swayamvar,-1933,,,,,H.M. Reddy,,,
Seetaram Radheshyam,-1973,,,,,Himmat Dave,Anita,Bharat Bhushan,Jeevan
Sehme Huye Sitaare,-1994,,Drama,,,Kidar Nath Sharma,Ramesh Bhatkar,Bindu,Hercules
Sej Piya Ki,-1985,,Drama,,,Sudhir Dalvi,Ashwini Khosla,Neelam Mehra,Paintal
Selima,-1935,,,,,Modhu Bose,Gul Hamid,Indubala,Madhvi
Senani Sane Guruji,-1995,,Drama,,,Ramesh Deo,Yashwant Dutt,Meghna Erande,Alka Kubal
Senapati,-1961,,,,,Kedar Kapoor,Amarnath,Helen,Nalini Jaywant
Senapati,-2007,143 min,"Action, Drama",,,Dinesh Chaudhary,Neelam Choudhary,Kavita Joshi,Uttar Kumar
